Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Xia, J., Yi, L., Liu, N., Wei, X., Cao, D., Li, H., Fan, W., Zhang, W., Wang, D., Liang Prof., Y.","Human Plasma Metabolic Profiles of Coronary Heart Disease by Gas Chromatography-Mass Spectrometry with Monte Carlo Tree Approach",2012,"Analytical Letters",45,15,,2185,2197,,3,10.1080/00032719.2012.684120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867198395&partnerID=40&md5=2ec7de4a7708f082f8fe34e7c9c6356c",Article,Scopus,2-s2.0-84867198395
"Zhao, Y., Jia, W., Su, M., Qiu, Y., Wang, X.","Novel biomarkers of hyperlipidemic acute pancreatitis: Metabolomic identification",2012,"Asian Biomedicine",6,5,,765,769,,2,10.5372/1905-7415.0605.119,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874610222&partnerID=40&md5=e2e76684dc9db8f5d4b5c00a8e27f5b9",Article,Scopus,2-s2.0-84874610222
"Kaput, J., Morine, M.","Discovery-based nutritional systems biology: Developing N-of-1 nutrigenomic research",2012,"International Journal for Vitamin and Nutrition Research",82,5,,333,341,,6,10.1024/0300-9831/a000128,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880619802&partnerID=40&md5=ccc1527b4d2bb976ae3b7e281d4d60ab",Article,Scopus,2-s2.0-84880619802
"Tyagi, R., Rana, P., Gupta, M., Khan, A.R., Devi, M.M., Bhatnagar, D., Roy, R., Tripathi, R.P., Khushu, S.","Urinary metabolomic phenotyping of nickel induced acute toxicity in rat: An NMR spectroscopy approach",2012,"Metabolomics",8,5,,940,950,,4,10.1007/s11306-011-0390-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867191789&partnerID=40&md5=11e3c5167b565086eed757da2852b836",Article,Scopus,2-s2.0-84867191789
"Xu, J., Zhu, Y., Ge, Q., Li, Y., Sun, J., Zhang, Y., Liu, X.","Comparative physiological responses of solanum nigrum and solanum torvum to cadmium stress",2012,"New Phytologist",196,1,,125,138,,38,10.1111/j.1469-8137.2012.04236.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865556296&partnerID=40&md5=173a51b2b77bd886dd554105843c9f2c",Article,Scopus,2-s2.0-84865556296
"Van De Wetering, K., Sapthu, S.","ABCG2 functions as a general phytoestrogen sulfate transporter in vivo",2012,"FASEB Journal",26,10,,4014,4024,,17,10.1096/fj.12-210039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868134869&partnerID=40&md5=dbe9211a4cd6029430b6c2eb1e121234",Article,Scopus,2-s2.0-84868134869
"Cheng, J.-S., Niu, Y.-H., Lu, S.-H., Yuan, Y.-J.","Metabolome analysis reveals ethanolamine as potential marker for improving lipid accumulation of model photosynthetic organisms",2012,"Journal of Chemical Technology and Biotechnology",87,10,,1409,1418,,7,10.1002/jctb.3759,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866730282&partnerID=40&md5=94637ed0928a76a0ac5aab305519ac83",Article,Scopus,2-s2.0-84866730282
"Aliferis, K.A., Copley, T., Jabaji, S.","Gas chromatography-mass spectrometry metabolite profiling of worker honey bee (Apis mellifera L.) hemolymph for the study of Nosema ceranae infection",2012,"Journal of Insect Physiology",58,10,,1349,1359,,20,10.1016/j.jinsphys.2012.07.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865964320&partnerID=40&md5=6301a22201ceee503eb8258ca0a5a7f9",Article,Scopus,2-s2.0-84865964320
"Mussap, M.","Laboratory medicine in neonatal sepsis and inflammation",2012,"Journal of Maternal-Fetal and Neonatal Medicine",25,SUPPL.4,,24,26,,11,10.3109/14767058.2012.715000,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866102173&partnerID=40&md5=27ee631cb9a1e522969d784f6a19f38d",Article,Scopus,2-s2.0-84866102173
"Xue, S.Y., Wang, X.J., Sun, H.F., Zhang, L.Z., Qin, X.M., Li, Z.Y.","[Metabolomic study of flower buds of Tussilago farfara in different development stages by GC-MS].",2012,"Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica",37,19,,2863,2869,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875012133&partnerID=40&md5=f8ffec17ee348822f31f87503164f7ea",Article,Scopus,2-s2.0-84875012133
"Kutyniok, M., Müller, C.","Crosstalk between above-and belowground herbivores is mediated by minute metabolic responses of the host Arabidopsis thaliana",2012,"Journal of Experimental Botany",63,17,,6199,6210,,31,10.1093/jxb/ers274,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868014051&partnerID=40&md5=0273dc944b2a5767d305c33ba9e42138",Article,Scopus,2-s2.0-84868014051
"Vouk, K., Hevir, N., Ribič-Pucelj, M., Haarpaintner, G., Scherb, H., Osredkar, J., Möller, G., Prehn, C., Rižner, T.L., Adamski, J.","Discovery of phosphatidylcholines and sphingomyelins as biomarkers for ovarian endometriosis",2012,"Human Reproduction",27,10,,2955,2965,,38,10.1093/humrep/des152,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866402322&partnerID=40&md5=776536e404c4d4f7bbe0135a69b70b36",Article,Scopus,2-s2.0-84866402322
"Nandode, S., Damale, M., Harke, S.","In silico comparative analysis of metabolic pathways of heamophilus influenzae and helicobacter pylori to identify potential drug targets",2012,"International Journal of Pharma and Bio Sciences",3,4,,412,420,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873876447&partnerID=40&md5=968769da5b013816487153fcdf7faa20",Article,Scopus,2-s2.0-84873876447
"Riedl, J., Kluender, C., Sans-Piché, F., Heilmeier, H., Altenburger, R., Schmitt-Jansen, M.","Spatial and temporal variation in metabolic fingerprints of field-growing Myriophyllum spicatum",2012,"Aquatic Botany",102,,,34,43,,6,10.1016/j.aquabot.2012.03.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863185937&partnerID=40&md5=ffd2f033438bf855b38fbbbbec2ddb93",Article,Scopus,2-s2.0-84863185937
"Boleij, A., Dutilh, B.E., Kortman, G.A.M., Roelofs, R., Laarakkers, C.M., Engelke, U.F., Tjalsma, H.","Bacterial responses to a simulated colon tumor microenvironment",2012,"Molecular and Cellular Proteomics",11,10,,851,862,,13,10.1074/mcp.M112.019315,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867185723&partnerID=40&md5=4715e498ca25eb692add863bd3ede842",Article,Scopus,2-s2.0-84867185723
"Du, J., Zhou, J., Xue, J., Song, H., Yuan, Y.","Metabolomic profiling elucidates community dynamics of the Ketogulonicigenium vulgare-Bacillus megaterium consortium",2012,"Metabolomics",8,5,,960,973,,19,10.1007/s11306-011-0392-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867193791&partnerID=40&md5=0e4dba7d65e0b16ddef9e4fe94ce2341",Article,Scopus,2-s2.0-84867193791
"Maharijaya, A., Vosman, B., Verstappen, F., Steenhuis-Broers, G., Mumm, R., Purwito, A., Visser, R.G., Voorrips, R.E.","Resistance factors in pepper inhibit larval development of thrips (Frankliniella occidentalis)",2012,"Entomologia Experimentalis et Applicata",145,1,,62,71,,12,10.1111/j.1570-7458.2012.01304.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865752990&partnerID=40&md5=70cc82d9724cd7c6cd07f7be6c7680a5",Article,Scopus,2-s2.0-84865752990
"Barbara, J.E., Kazmi, F., Muranjan, S., Toren, P.C., Parkinson, A.","High-resolution mass spectrometry elucidates metabonate (false metabolite) formation from alkylamine drugs during in vitro metabolite profiling",2012,"Drug Metabolism and Disposition",40,10,,1966,1975,,6,10.1124/dmd.112.047027,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866442707&partnerID=40&md5=c86add40b2a138dd23640b17e68ad917",Article,Scopus,2-s2.0-84866442707
"Gao, C., Zhang, H., Guo, Z., You, T., Chen, X., Zhong, D.","Mechanistic studies on the absorption and disposition of scutellarin in humans: Selective OATP2B1-mediated hepatic uptake is a likely key determinant for its unique pharmacokinetic characteristics",2012,"Drug Metabolism and Disposition",40,10,,2009,2020,,24,10.1124/dmd.112.047183,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866456899&partnerID=40&md5=b12e258fd39485718842ebd5113cedf1",Article,Scopus,2-s2.0-84866456899
"Davila, M., Candiota, A.P., Pumarola, M., Arus, C.","Minimization of spectral pattern changes during HRMAS experiments at 37 degrees celsius by prior focused microwave irradiation",2012,"Magnetic Resonance Materials in Physics, Biology and Medicine",25,5,,401,410,,6,10.1007/s10334-012-0303-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84870881805&partnerID=40&md5=468490b5b1019a3e535802e17227ea35",Article,Scopus,2-s2.0-84870881805
"Vertés, A.A., Inui, M., Yukawa, H.","Postgenomic approaches to using corynebacteria as biocatalysts",2012,"Annual Review of Microbiology",66,,,521,550,,18,10.1146/annurev-micro-010312-105506,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84872231830&partnerID=40&md5=796047339d06bbe9373b143a9d87fd41",Article,Scopus,2-s2.0-84872231830
"Lee, D.Y., Park, J.-J., Barupal, D.K., Fiehn, O.","System response of metabolic networks in Chlamydomonas reinhardtii to total available ammonium",2012,"Molecular and Cellular Proteomics",11,10,,973,988,,51,10.1074/mcp.M111.016733,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867161579&partnerID=40&md5=494c7d38eff80c44007507c0aac8db25",Article,Scopus,2-s2.0-84867161579
"Chabannon, C., Doran, P., Hofman, P., Seberg, O., Cinotti, S., Bledsoe, M., Deigner, H.-P., Koschorreck, J., Dagher, G., Cooreman, A., De Blasio, P., Riegman, P., Hewitt, R.","Annual conferences of the european, middle eastern and african society for biopreservation and biobanking (ESBB): Overview of 2011 and preview of 2012",2012,"Biopreservation and Biobanking",10,5,,407,415,,,10.1089/bio.2012.1052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867565470&partnerID=40&md5=32be13bd0d8d54593f98a8e8d0fa7a33",Conference Paper,Scopus,2-s2.0-84867565470
"Alkhouri, N., McCullough, A.J.","Noninvasive diagnosis of NASH and liver fibrosis within the spectrum of NAFLD",2012,"Gastroenterology and Hepatology",8,10,,661,668,,18,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868008620&partnerID=40&md5=53fc55ae22cd3f47b807e5545928709e",Article,Scopus,2-s2.0-84868008620
"White, P.J., Broadley, M.R., Thompson, J.A., McNicol, J.W., Crawley, M.J., Poulton, P.R., Johnston, A.E.","Testing the distinctness of shoot ionomes of angiosperm families using the rothamsted park grass continuous hay experiment",2012,"New Phytologist",196,1,,101,109,,25,10.1111/j.1469-8137.2012.04228.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865550070&partnerID=40&md5=904c0723719ce67d790b941749dc68e5",Article,Scopus,2-s2.0-84865550070
"Tomlinson, L., Tirmenstein, M.A., Janovitz, E.B., Aranibar, N., Ott, K.-H., Kozlosky, J.C., Patrone, L.M., Achanzar, W.E., Augustine, K.A., Brannen, K.C., Carlson, K.E., Charlap, J.H., Dubrow, K.M., Kang, L., Rosini, L.T., Panzica-kelly, J.M., Flint, O.P., Moulin, F.J., Megill, J.R., Zhang, H., Bennett, M.J., Horvath, J.J.","Cannabinoid receptor antagonist-induced striated muscle toxicity and ethylmalonic-adipic aciduria in beagle dogs",2012,"Toxicological Sciences",129,2,,268,279,,5,10.1093/toxsci/kfs217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866623507&partnerID=40&md5=90e0f8f0b16122cd30c8fdc1487cc4d6",Article,Scopus,2-s2.0-84866623507
"Li, K., Pidatala, R.R., Ramakrishna, W.","Mutational, proteomic and metabolomic analysis of a plant growth promoting copper-resistant Pseudomonas spp.",2012,"FEMS Microbiology Letters",335,2,,140,148,,5,10.1111/j.1574-6968.2012.02646.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866767787&partnerID=40&md5=af3e1da9a8a982cc67fdd5f00a96c5f1",Article,Scopus,2-s2.0-84866767787
"Tang, M., Guschina, I.A., O'Hara, P., Slabas, A.R., Quant, P.A., Fawcett, T., Harwood, J.L.","Metabolic control analysis of developing oilseed rape (brassica napus cv Westar) embryos shows that lipid assembly exerts significant control over oil accumulation",2012,"New Phytologist",196,2,,414,426,,16,10.1111/j.1469-8137.2012.04262.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866401280&partnerID=40&md5=86c4546a5390f89c8bd0f9d4c20e0f6f",Article,Scopus,2-s2.0-84866401280
"Mannina, L., Sobolev, A.P., Viel, S.","Liquid state <sup>1</sup>H high field NMR in food analysis",2012,"Progress in Nuclear Magnetic Resonance Spectroscopy",66,,,1,39,,79,10.1016/j.pnmrs.2012.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866235400&partnerID=40&md5=2278d42f650f233a5684be911346d693",Article,Scopus,2-s2.0-84866235400
"Sawada, Y., Nakabayashi, R., Yamada, Y., Suzuki, M., Sato, M., Sakata, A., Akiyama, K., Sakurai, T., Matsuda, F., Aoki, T., Hirai, M.Y., Saito, K.","RIKEN tandem mass spectral database (ReSpect) for phytochemicals: A plant-specific MS/MS-based data resource and database",2012,"Phytochemistry",82,,,38,45,,66,10.1016/j.phytochem.2012.07.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865247010&partnerID=40&md5=34f1ac07991ec06fd22b6d1d7d22d064",Article,Scopus,2-s2.0-84865247010
"García-Cañaveras, J.C., Donato, M.T., Castell, J.V., Lahoz, A.","Targeted profiling of circulating and hepatic bile acids in human, mouse, and rat using a UPLC-MRM-MS-validated method",2012,"Journal of Lipid Research",53,10,,2231,2241,,63,10.1194/jlr.D028803,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866183656&partnerID=40&md5=5fb14c299fd528a003f821fa1b0705eb",Article,Scopus,2-s2.0-84866183656
"Zhang, Y., Yan, S., Gao, X., Dai, W., Liu, S., Jin, H., Zhang, W., Mei, C.","Metabonomic investigation on the protective effects of rosiglitazone and caloric restriction for renal senescence in a rat model",2012,"Aging Clinical and Experimental Research",24,5,,430,438,,1,10.3275/8409,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874641903&partnerID=40&md5=9c438511ff086a282395a84b07579c7a",Article,Scopus,2-s2.0-84874641903
"Cho, K.-I., Searle, K., Webb, M., Yi, H., Ferreira, P.A.","Ranbp2 haploinsufficiency mediates distinct cellular and biochemical phenotypes in brain and retinal dopaminergic and glia cells elicited by the Parkinsonian neurotoxin, 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)",2012,"Cellular and Molecular Life Sciences",69,20,,3511,3527,,10,10.1007/s00018-012-1071-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867572303&partnerID=40&md5=caddab8c527e936d5f0dc60ac3d0a46b",Article,Scopus,2-s2.0-84867572303
"Watanabe, M., Sheriff, S., Kadeer, N., Cho, J., Lewis, K.B., Balasubramaniam, A., Kennedy, M.A.","NMR based metabonomics study of NPY Y5 receptor activation in BT-549, a human breast carcinoma cell line",2012,"Metabolomics",8,5,,854,868,,1,10.1007/s11306-011-0380-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867214303&partnerID=40&md5=ff344223fcb0ac155a912d5e35b4e8c7",Article,Scopus,2-s2.0-84867214303
"Resendis-Antonio, O., Hernández, M., Mora, Y., Encarnación, S.","Functional Modules, Structural Topology, and Optimal Activity in Metabolic Networks",2012,"PLoS Computational Biology",8,10, e1002720,,,,7,10.1371/journal.pcbi.1002720,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868123603&partnerID=40&md5=280cab814c08b98df4ce9b8c6a7cc27d",Article,Scopus,2-s2.0-84868123603
"Wu, J., Gao, W., Wei, J., Yang, J., Pu, L., Guo, C.","Quercetin alters energy metabolism in swimming mice",2012,"Applied Physiology, Nutrition and Metabolism",37,5,,912,922,,8,10.1139/H2012-064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865259466&partnerID=40&md5=86d6361e6a5e798385d9b13948348593",Article,Scopus,2-s2.0-84865259466
"Lindenburg, P.W., Tjaden, U.R., van der Greef, J., Hankemeier, T.","Feasibility of electroextraction as versatile sample preconcentration for fast and sensitive analysis of urine metabolites, demonstrated on acylcarnitines",2012,"Electrophoresis",33,19-20,,2987,2995,,9,10.1002/elps.201200276,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867663901&partnerID=40&md5=2d6cb20cd5fb6154679c73da73e83ccc",Article,Scopus,2-s2.0-84867663901
"Raddatz, K., Frangioudakis, G., Diakanastasis, B., Liao, B.M., Leitges, M., Schmitz-Peiffer, C.","Deletion of protein kinase Cε in mice has limited effects on liver metabolite levels but alters fasting ketogenesis and gluconeogenesis",2012,"Diabetologia",55,10,,2789,2793,,3,10.1007/s00125-012-2647-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866066355&partnerID=40&md5=73d086f910aed7513b48df27da25fb89",Article,Scopus,2-s2.0-84866066355
"Reinhart, K., Bauer, M., Riedemann, N.C., Hartog, C.S.","New approaches to sepsis: Molecular diagnostics and biomarkers",2012,"Clinical Microbiology Reviews",25,4,,609,634,,154,10.1128/CMR.00016-12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867157650&partnerID=40&md5=d84fb024616f489af4f78af78ad2906c",Article,Scopus,2-s2.0-84867157650
"Park, S.J., Hyun, S.-H., Suh, H.W., Lee, S.-Y., Min, T.-S., Auh, J.-H., Lee, H.-J., Kim, J.-H., Cho, S.-M., Choi, H.-K.","Differentiation of black raspberry fruits according to species and geographic origins by genomic analysis and <sup>1</sup>H-NMR-based metabolic profiling",2012,"Journal of the Korean Society for Applied Biological Chemistry",55,5,,633,642,,4,10.1007/s13765-012-2062-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868308762&partnerID=40&md5=af626c6824895821857bb787c827519d",Article,Scopus,2-s2.0-84868308762
"Dobson, G., Vasukuttan, V., Alexander, C.J.","Evaluation of different protocols for the analysis of lipophilic plant metabolites by gas chromatography-mass spectrometry using potato as a model",2012,"Metabolomics",8,5,,880,893,,2,10.1007/s11306-011-0383-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867220693&partnerID=40&md5=8de241e620402f1c68efb6b22ed1cfb5",Article,Scopus,2-s2.0-84867220693
"Liang, X., Wang, Y., Liang, Q.L., Wang, Y.M., Huang, M., Luo, G.","Pathogenesis of neural tube defects: The story beyond methylation or one-carbon unit metabolism",2012,"Metabolomics",8,5,,919,929,,5,10.1007/s11306-011-0387-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867210740&partnerID=40&md5=456d4bab39eea9505905bccb783bb053",Article,Scopus,2-s2.0-84867210740
"Liu, X.H., Tang, C.S.","[Metabolite is not ""waste""--a new regulating system of metabolic molecules].",2012,"Sheng li ke xue jin zhan [Progress in physiology]",43,5,,328,329,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897366238&partnerID=40&md5=88e8c0bb6e1b9c0046c668ea3b3631ee",Article,Scopus,2-s2.0-84897366238
"Martins-Bach, A.B., Bloise, A.C., Vainzof, M., Rahnamaye Rabbani, S.","Metabolic profile of dystrophic mdx mouse muscles analyzed with in vitro magnetic resonance spectroscopy (MRS)",2012,"Magnetic Resonance Imaging",30,8,,1167,1176,,10,10.1016/j.mri.2012.04.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866175449&partnerID=40&md5=1ce48a4525f96db35571497b92e43170",Article,Scopus,2-s2.0-84866175449
"Inui, T., Wang, Y., Pro, S.M., Franzblau, S.G., Pauli, G.F.","Unbiased evaluation of bioactive secondary metabolites in complex matrices",2012,"Fitoterapia",83,7,,1218,1225,,18,10.1016/j.fitote.2012.06.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865490818&partnerID=40&md5=045342bc3310fd6e02b5a4a52dc44160",Article,Scopus,2-s2.0-84865490818
