," This is a citation overview for a set of 9206 documents.",,,,,,,,,,,,,,,,,
2012,"U13C cell extract of Pichia pastoris - A powerful tool for evaluation of sample preparation in metabolomics","Neubauer S., Haberhauer-Troyer C., Klavins K., Russmayer H., Steiger M.G., Gasser B., Sauer M., Mattanovich D., Hann S., Koellensperger G.",16159306,"Journal of Separation Science",35, 22,0,0,0,0,0,0,0,4,9,13,17,30
2012,"Metabolomics Studies Show Dose-Dependent Toxicity Induced by SiO2 Nanoparticles in MRC-5 Human Fetal Lung Fibroblasts","Huang S.-M., Zuo X., Li J.J., Li S.F.Y., Bay B.H., Ong C.N.",21922640,"Advanced Healthcare Materials",1, 6,0,0,0,0,0,0,0,0,3,3,10,13
2012,"Metabolic fingerprinting of Tomato Mosaic Virus infected Solanum lycopersicum","Lopez-Gresa M.P., Lison P., Kim H.K., Choi Y.H., Verpoorte R., Rodrigo I., Conejero V., Belles J.M.",01761617,"Journal of Plant Physiology",169, 16,0,0,0,0,0,0,0,3,5,8,7,15
2012,"A Backup Plan for Self-Protection: S-Methylation of Holomycin Biosynthetic Intermediates in Streptomyces clavuligerus","Li B., Forseth R.R., Bowers A.A., Schroeder F.C., Walsh C.T.",14394227,"ChemBioChem",13, 17,0,0,0,0,0,0,0,4,6,10,9,19
2012,"The relationship between BMI and metabolomic profiles: A focus on amino acids","Morris C., O'Grada C., Ryan M., Roche H.M., Gibney M.J., Gibney E.R., Brennan L.",00296651,"Proceedings of the Nutrition Society",71, 4,0,0,0,0,0,0,0,7,3,10,23,33
2012,"A RubisCO-like protein links SAM metabolism with isoprenoid biosynthesis","Erb T.J., Evans B.S., Cho K., Warlick B.P., Sriram J., Wood B.M., Imker H.J., Sweedler J.V., Tabita F.R., Gerlt J.A.",15524450,"Nature Chemical Biology",8, 11,0,0,0,0,0,0,2,5,5,12,15,27
2012,"An improved sampling protocol for analysis of intracellular metabolites in Mortierella alpina","Liu X., Zhang H., Ji X., Zheng H., Zhang X., Fu N., Huang H.",01415492,"Biotechnology Letters",34, 12,0,0,0,0,0,0,0,1,0,1,3,4
2012,"Metabolic fingerprinting of hard and semi-hard natural cheeses using gas chromatography with flame ionization detector for practical sensory prediction modeling","Ochi H., Bamba T., Naito H., Iwatsuki K., Fukusaki E.",13891723,"Journal of Bioscience and Bioengineering",114, 5,0,0,0,0,0,0,0,1,2,3,4,7
2012,"MaConDa: A publicly accessible mass spectrometry contaminants database","Weber R.J.M., Li E., Bruty J., He S., Viant M.R.",13674803,"Bioinformatics",28, 21,0,0,0,0,0,0,0,0,4,4,7,11
2012,"Pilot study of changes in salivary metabolic profiles induced by template therapy","Tanaka S., Taga H., Maehara K., Kaneshima A., Machino M., Onuma H., Kaneko M., Sakagami H., Sugimoto M., Soga T., Tomita M.",0258851X,"In Vivo",26, 6,0,0,0,0,0,0,0,1,0,1,1,2
2012,"Lipidome analysis in multiple sclerosis reveals protein lipoxidative damage as a potential pathogenic mechanism","Gonzalo H., Brieva L., Tatzber F., Jove M., Cacabelos D., Cassanye A., Lanau-Angulo L., Boada J., Serrano J.C.E., Gonzalez C., Hernandez L., Peralta S., Pamplona R., Portero-Otin M.",00223042,"Journal of Neurochemistry",123, 4,0,0,0,0,0,0,0,4,8,12,17,29
2012,"Childhood obesity is associated with changes in the serum metabolite profile","Wahl S., Yu Z., Kleber M., Singmann P., Holzapfel C., He Y., Mittelstrass K., Polonikov A., Prehn C., Romisch-Margl W., Adamski J., Suhre K., Grallert H., Illig T., Wang-Sattler R., Reinehr T.",16624025,"Obesity Facts",5, 5,0,0,0,0,0,0,0,4,10,14,29,43
2012,"Lipid and lipid mediator profiling of human synovial fluid in rheumatoid arthritis patients by means of LC-MS/MS","Giera M., Ioan-Facsinay A., Toes R., Gao F., Dalli J., Deelder A.M., Serhan C.N., Mayboroda O.A.",13881981,"Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids",1821, 11,0,0,0,0,0,0,0,13,14,27,54,81
2012,"Comparative metabolomic study of penicillium chrysogenum during pilot and industrial penicillin fermentations","Ding M.-Z., Lu H., Cheng J.-S., Chen Y., Jiang J., Qiao B., Li B.-Z., Yuan Y.-J.",02732289,"Applied Biochemistry and Biotechnology",168, 5,0,0,0,0,0,0,0,3,0,3,5,8
2012,"Meta-statistics for variable selection: The R package BioMark","Wehrens R., Franceschi P.",15487660,"Journal of Statistical Software",51, 10,0,0,0,0,0,0,0,1,1,2,4,6
2012,"Development of a defined medium for arachidonic acid production by mortierella alpina using a visualization method","Liu X., Ji X., Zhang H., Fu N., Yan L., Deng Z., Huang H.",02732289,"Applied Biochemistry and Biotechnology",168, 6,0,0,0,0,0,0,0,0,0,0,3,3
2012,"Network Analysis of a Pkd1-Mouse Model of Autosomal Dominant Polycystic Kidney Disease Identifies HNF4α as a Disease Modifier","Menezes L.F., Zhou F., Patterson A.D., Piontek K.B., Krausz K.W., Gonzalez F.J., Germino G.G.",15537390,"PLoS Genetics",8, 11,0,0,0,0,0,0,0,1,6,7,17,24
2012,"Urinary hydrophilic and hydrophobic metabolic profiling based on liquid chromatography-mass spectrometry methods: Differential metabolite discovery specific to ovarian cancer","Chen J., Zhou L., Zhang X., Lu X., Cao R., Xu C., Xu G.",01730835,"Electrophoresis",33, 22,0,0,0,0,0,0,0,5,8,13,17,30
2012,"Lactate and glycine-potential MR biomarkers of prognosis in estrogen receptor-positive breast cancers","Giskeodegard G.F., Lundgren S., Sitter B., Fjosne H.E., Postma G., Buydens L.M.C., Gribbestad I.S., Bathen T.F.",09523480,"NMR in Biomedicine",25, 11,0,0,0,0,0,0,0,5,4,9,13,22
2012,"Metabolic map and bioactivation of the anti-tumour drug noscapine","Fang Z.-Z., Krausz K.W., Li F., Cheng J., Tanaka N., Gonzalez F.J.",00071188,"British Journal of Pharmacology",167, 6,0,0,0,0,0,0,0,12,10,22,24,46
2012,"Metabolomic biomarkers in women with polycystic ovary syndrome: A pilot study","Atiomo W., Daykin C.A.",13609947,"Molecular Human Reproduction",18, 11,0,0,0,0,0,0,0,1,6,7,12,19
2012,"In vivo role of aldehyde reductase","Takahashi M., Miyata S., Fujii J., Inai Y., Ueyama S., Araki M., Soga T., Fujinawa R., Nishitani C., Ariki S., Shimizu T., Abe T., Ihara Y., Nishikimi M., Kozutsumi Y., Taniguchi N., Kuroki Y.",03044165,"Biochimica et Biophysica Acta - General Subjects",1820, 11,0,0,0,0,0,0,0,1,3,4,7,11
2012,"Glutamine-fueled mitochondrial metabolism is decoupled from glycolysis in melanoma","Filipp F.V., Ratnikov B., De Ingeniis J., Smith J.W., Osterman A.L., Scott D.A.",17551471,"Pigment Cell and Melanoma Research",25, 6,0,0,0,0,0,0,0,4,9,13,15,28
2012,"Androgen-responsive and nonresponsive prostate cancer cells present a distinct glycolytic metabolism profile","Vaz C.V., Alves M.G., Marques R., Moreira P.I., Oliveira P.F., Maia C.J., Socorro S.",13572725,"International Journal of Biochemistry and Cell Biology",44, 11,0,0,0,0,0,0,0,4,1,5,22,27
2012,"Tissue-specific profiling of the Arabidopsis thaliana auxin metabolome","Novak O., Henykova E., Sairanen I., Kowalczyk M., Pospisil T., Ljung K.",09607412,"Plant Journal",72, 3,0,0,0,0,0,0,0,13,18,31,55,86
2012,"Different metabolic and absorption patterns of betaine in response to dietary intake of whole-wheat grain, wheat aleurone or rye aleurone in catheterized pigs","Yde C.C., Jansen J.J., Theil P.K., Bertram H.C., Knudsen K.E.B.",14382377,"European Food Research and Technology",235, 5,0,0,0,0,0,0,0,2,0,2,7,9
2012,"Liver Dysfunction and Phosphatidylinositol-3-Kinase Signalling in Early Sepsis: Experimental Studies in Rodent Models of Peritonitis","Recknagel P., Gonnert F.A., Westermann M., Lambeck S., Lupp A., Rudiger A., Dyson A., Carre J.E., Kortgen A., Krafft C., Popp J., Sponholz C., Fuhrmann V., Hilger I., Claus R.A., Riedemann N.C., Wetzker R., Singer M., Trauner M., Bauer M.",15491277,"PLoS Medicine",9, 11,0,0,0,0,0,0,1,9,13,23,22,45
2012,"A Metabolomic approach to clarifying the effect of AST-120 on 5/6 nephrectomized rats by capillary electrophoresis with mass spectrometry (CE-MS)","Akiyama Y., Takeuchi Y., Kikuchi K., Mishima E., Yamamoto Y., Suzuki C., Toyohara T., Suzuki T., Hozawa A., Ito S., Soga T., Abe T.",20726651,"Toxins",4, 11,0,0,0,0,0,0,0,3,2,5,8,13
2012,"The tomato fruitfull homologs tdr4/ful1 and mbp7/ful2 regulate ethylene-independent aspects of fruit ripening<sup>W</sup>","Bemer M., Karlova R., Ballester A.R., Tikunov Y.M., Bovy A.G., Wolters-Arts M., de Barros Rossetto P., Angenent G.C., de Maagd R.A.",10404651,"Plant Cell",24, 11,0,0,0,0,0,0,0,13,23,36,47,83
2012,"Differential metabolic profiling of non-pure trisomy 21 human preimplantation embryos","Sanchez-Ribas I., Riqueros M., Vime P., Puchades-Carrasco L., Jonsson T., Pineda-Lucena A., Ballesteros A., Dominguez F., Simon C.",00150282,"Fertility and Sterility",98, 5,0,0,0,0,0,0,0,1,2,3,3,6
2012,"SPE-NMR metabolite sub-profiling of urine","Jacobs D.M., Spiesser L., Garnier M., De Roo N., Van Dorsten F., Hollebrands B., Van Velzen E., Draijer R., Van Duynhoven J.",16182642,"Analytical and Bioanalytical Chemistry",404, 8,0,0,0,0,0,0,0,2,3,5,10,15
2012,"Mass spectrometry-based multiplexing for the analysis of biomarkers in drug development and clinical diagnostics - How much is too much?","Christians U., Klepacki J., Shokati T., Klawitter J., Klawitter J.",0026265X,"Microchemical Journal",105, ,0,0,0,0,0,0,0,3,0,3,5,8
2012,"Homeostatic adaptations in brain energy metabolism in mouse models of Huntington disease","Tkac I., Henry P.-G., Zacharoff L., Wedel M., Gong W., Deelchand D.K., Li T., Dubinsky J.M.",0271678X,"Journal of Cerebral Blood Flow and Metabolism",32, 11,1,0,0,0,0,0,0,3,2,5,14,20
2012,"Oncosecretomics coupled to bioenergetics identifies α-amino adipic acid, isoleucine and GABA as potential biomarkers of cancer: Differential expression of c-Myc, Oct1 and KLF4 coordinates metabolic changes","Bellance N., Pabst L., Allen G., Rossignol R., Nagrath D.",00052728,"Biochimica et Biophysica Acta - Bioenergetics",1817, 11,0,0,0,0,0,0,1,6,2,9,11,20
2012,"<sup>1</sup>H-nuclear magnetic resonance-based metabonomic analysis of brain in rhesus monkeys with morphine treatment and withdrawal intervention","Deng Y., Bu Q., Hu Z., Deng P., Yan G., Duan J., Hu C., Zhou J., Shao X., Zhao J., Li Y., Zhu R., Zhao Y., Cen X.",03604012,"Journal of Neuroscience Research",90, 11,0,0,0,0,0,0,0,0,1,1,4,5
2012,"Wind of change challenges toxicological regulators","Tralau T., Riebeling C., Pirow R., Oelgeschlager M., Seiler A., Liebsch M., Luch A.",00916765,"Environmental Health Perspectives",120, 11,0,0,0,0,0,0,1,1,3,5,7,12
2012,"SNPs affecting serum metabolomic traits may regulate gene transcription and lipid accumulation in the liver","Mirkov S., Myers J.L., Ramirez J., Liu W.",00260495,"Metabolism: Clinical and Experimental",61, 11,0,0,0,0,0,0,0,3,1,4,5,9
2012,"Gender related metabonomic analysis of serum and urine samples from Xinjiang healthy Han subjects with magnetic resonance","Mamtimin B., Mian Q., Chen C., Hasim A., You L.",16727347,"Journal of Central South University (Medical Sciences)",37, 11,0,0,0,0,0,0,0,0,0,0,1,1
2012,"Lipidomic profiling in Crohn's disease: Abnormalities in phosphatidylinositols, with preservation of ceramide, phosphatidylcholine and phosphatidylserine composition","Sewell G.W., Hannun Y.A., Han X., Koster G., Bielawski J., Goss V., Smith P.J., Rahman F.Z., Vega R., Bloom S.L., Walker A.P., Postle A.D., Segal A.W.",13572725,"International Journal of Biochemistry and Cell Biology",44, 11,0,0,0,0,0,0,1,1,5,7,6,13
2012,"Delineating metabolic signatures of head and neck squamous cell carcinoma: Phospholipase A2, a potential therapeutic target","Tripathi P., Kamarajan P., Somashekar B.S., MacKinnon N., Chinnaiyan A.M., Kapila Y.L., Rajendiran T.M., Ramamoorthy A.",13572725,"International Journal of Biochemistry and Cell Biology",44, 11,0,0,0,0,0,0,0,7,8,15,26,41
2012,"Chronic unpredictable mild stress affects myocardial metabolic profiling of SD rats","Zhang W.-Y., Liu S., Li H.-D., Cai H.-L.",07317085,"Journal of Pharmaceutical and Biomedical Analysis",70, ,0,0,0,0,0,0,0,1,3,4,5,9
2012,"Determination of essential amino acids in human serum by a targeting method based on automated SPE-LC-MS/MS: Discrimination between artherosclerotic patients","Calderon-Santiago M., Priego-Capote F., Galache-Osuna J.G., Luque de Castro M.D.",07317085,"Journal of Pharmaceutical and Biomedical Analysis",70, ,0,0,0,0,0,0,1,2,3,6,8,14
2012,"LC-MS-based chemotaxonomic classification of wild-type Lespedeza sp. and its correlation with genotype","Kim Y.M., Lee J., Park S.-H., Lee C., Lee J.W., Lee D., Kim N., Lee D., Kim H.Y., Lee C.H.",07217714,"Plant Cell Reports",31, 11,0,0,0,0,0,0,0,0,1,1,5,6
2012,"Toxicological responses in halophyte Suaeda salsa to mercury under environmentally relevant salinity","Wu H., Liu X., Zhao J., Yu J.",01476513,"Ecotoxicology and Environmental Safety",85, ,0,0,0,0,0,0,0,2,2,4,8,12
2012,"Targeted systems biology profiling of tomato fruit reveals coordination of the Yang cycle and a distinct regulation of ethylene biosynthesis during postclimacteric ripening","van de Poel B., Bulens I., Markoula A., Hertog M.L.A.T.M., Dreesen R., Wirtz M., Vandoninck S., Oppermann Y., Keulemans J., Hell R., Waelkens E., de Proft M.P., Sauter M., Nicolai B.M., Geeraerd A.H.",00320889,"Plant Physiology",160, 3,0,0,0,0,0,0,0,5,12,17,19,36
2012,"Metabolomic profiling of children's brains undergoing general anesthesia with sevoflurane and propofol.","Jacob Z., Li H., Makaryus R., Zhang S., Reinsel R., Lee H., Feng T., Rothman D.L., Benveniste H.",15281175,"Anesthesiology",117, 5,0,0,0,0,0,0,0,4,7,11,9,20
2012,"Serum metabolic variables associated with impaired glucose tolerance induced by high-fat-high-cholesterol diet in Macaca mulatta","Li X., Chen Y., Liu J., Yang G., Zhao J., Liao G., Shi M., Yuan Y., He S., Lu Y., Cheng J.",15353702,"Experimental Biology and Medicine",237, 11,0,0,0,0,0,0,0,0,3,3,9,12
2012,"Metabolomic profiling rationalized pyruvate efficacy in cybrid cells harboring MELAS mitochondrial DNA mutations","Kami K., Fujita Y., Igarashi S., Koike S., Sugawara S., Ikeda S., Sato N., Ito M., Tanaka M., Tomita M., Soga T.",15677249,"Mitochondrion",12, 6,0,0,0,0,0,0,0,1,1,2,5,7
2012,"Identification of potential drug targets in Yersinia pestis using metabolic pathway analysis: MurE ligase as a case study","Sharma A., Pan A.",02235234,"European Journal of Medicinal Chemistry",57, ,0,0,0,0,0,0,0,2,2,4,3,7
2012,"Metabolomic profiling of amino acids and β-cell function relative to insulin sensitivity in youth","Michaliszyn S.F., Sjaarda L.A., Mihalik S.J., Lee S., Bacha F., Chace D.H., De Jesus V.R., Vockley J., Arslanian S.A.",0021972X,"Journal of Clinical Endocrinology and Metabolism",97, 11,0,0,0,0,0,0,0,1,4,5,17,22
2012,"The international conference of natural product biosynthesis (ICNPB, 8th US-Japan seminar on the biosynthesis of natural products)","Awakawa T.",00218820,"Journal of Antibiotics",65, 11,0,0,0,0,0,0,0,0,0,0,0,0
2012,"GC/TOFMS analysis of endogenous metabolites in mouse fibroblast cells and its application in TiO <inf>2</inf> nanoparticle-induced cytotoxicity study","Liu Y., Cheng Y., Chen T., Zhang Y., Wang X., Zhao A., Jia W., Bo Y., Jin C.",00095893,"Chromatographia",75, 21-22,0,0,0,0,0,0,0,0,1,1,7,8
2012,"Metabolome of Vanilla planifolia (Orchidaceae) and related species under Cymbidium mosaic virus (CymMV) infection","Palama T.L., Grisoni M., Fock-Bastide I., Jade K., Bartet L., Choi Y.H., Verpoorte R., Kodja H.",09819428,"Plant Physiology and Biochemistry",60, ,0,0,0,0,0,0,0,1,1,2,3,5
2012,"Urinary Fatty Acid Composition and Biomarkers Discovery for Type 2 Diabetic Patients Based on Ultra-Performance Liquid Chromatography-Quadrupole/Time of Flight Mass Spectrometry and Multivariate Statistical Analysis","Xu W., Zhang L., Huang Y., Yang Q., Xiao H., Zhang D.",00032719,"Analytical Letters",45, 18,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Metabolic fingerprinting reveals differences between northern and southern strains of the cryptic diatom Chaetoceros socialis","Huseby S., Degerlund M., Zingone A., Hansen E.",09670262,"European Journal of Phycology",47, 4,0,0,0,0,0,0,0,6,3,9,7,16
2012,"MetabR: An R script for linear model analysis of quantitative metabolomic data","Ernest B., Gooding J.R., Campagna S.R., Saxton A.M., Voy B.H.",17560500,"BMC Research Notes",5, ,0,0,0,0,0,0,0,0,2,2,6,8
2012,"SPME - Quo vadis?","Bojko B., Cudjoe E., Gomez-Rios G.A., Gorynski K., Jiang R., Reyes-Garces N., Risticevic S., Silva E.A.S., Togunde O., Vuckovic D., Pawliszyn J.",00032670,"Analytica Chimica Acta",750, ,0,0,0,0,0,0,1,10,24,35,43,78
2012,"Development of an isotope labeling ultra-high performance liquid chromatography mass spectrometric method for quantification of acylglycines in human urine","Stanislaus A., Guo K., Li L.",00032670,"Analytica Chimica Acta",750, ,0,0,0,0,0,0,0,0,3,3,8,11
2012,"Substructure-based annotation of high-resolution multistage MSn spectral trees","Ridder L., Van Der Hooft J.J.J., Verhoeven S., De Vos R.C.H., Van Schaik R., Vervoort J.",09514198,"Rapid Communications in Mass Spectrometry",26, 20,0,0,0,0,0,0,0,9,8,17,24,41
2012,"Data mining over biological datasets: An integrated approach based on computational intelligence","Stegmayer G., Gerard M., Milone D.",1556603X,"IEEE Computational Intelligence Magazine",7, 4,0,0,0,0,0,0,0,1,5,6,3,9
2012,"Nontargeted metabolomics approach for age differentiation and structure interpretation of age-dependent key constituents in hairy roots of panax ginseng","Lee D., Kim N., Kim K., Lee D., Shin Y.-S., Bang K.-H., Cha S.-W., Lee J.W., Choi H.-K., Hwang B.Y.",01633864,"Journal of Natural Products",75, 10,0,0,0,0,0,0,0,3,5,8,15,23
2012,"Direct regulation of GTP homeostasis by (p)ppGpp: A critical component of viability and stress resistance","Kriel A., Bittner A.N., Kim S.H., Liu K., Tehranchi A.K, Zou W., Rendon S., Chen R., Tu B.P., Wang J.D.",10972765,"Molecular Cell",48, 2,0,0,0,0,0,0,0,11,11,22,43,65
2012,"Metabolomics reveals the metabolic shifts following an intervention with rye bread in postmenopausal women- A randomized control trial","Moazzami A.A., Bondia-Pons I., Hanhineva K., Juntunen K., Antl N., Poutanen K., Mykkanen H.",14752891,"Nutrition Journal",11, 1,0,0,0,0,0,0,0,1,5,6,14,20
2012,"Toward awakening cryptic secondary metabolite gene clusters in filamentous fungi","Lim F.Y., Sanchez J.F., Wang C.C.C., Keller N.P.",00766879,"Methods in Enzymology",517, ,0,0,0,0,0,0,0,1,8,9,19,28
2012,"Finding and analyzing plant metabolic gene clusters","Osbourn A., Papadopoulou K.K., Qi X., Field B., Wegel E.",00766879,"Methods in Enzymology",517, ,0,0,0,0,0,0,0,1,5,6,4,10
2012,"SEED Servers: High-Performance Access to the SEED Genomes, Annotations, and Metabolic Models","Aziz R.K., Devoid S., Disz T., Edwards R.A., Henry C.S., Olsen G.J., Olson R., Overbeek R., Parrello B., Pusch G.D., Stevens R.L., Vonstein V., Xia F.",19326203,"PLoS ONE",7, 10,0,0,0,0,0,0,2,9,18,29,27,56
